typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20250101","2025","52","2025","32","ARG","Argentina","X","Export","404","KEN","Kenya","899","_X ","Areas, nes","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"236999468.41","236999468.41","0","false","true",
"C","A","20250101","2025","52","2025","32","ARG","Argentina","X","Export","410","KOR","Rep. of Korea","899","_X ","Areas, nes","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"576858280.24","576858280.24","0","false","true",
"C","A","20250101","2025","52","2025","32","ARG","Argentina","X","Export","414","KWT","Kuwait","899","_X ","Areas, nes","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"118968282.39","118968282.39","0","false","true",
"C","A","20250101","2025","52","2025","32","ARG","Argentina","X","Export","417","KGZ","Kyrgyzstan","899","_X ","Areas, nes","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"148611.1","148611.1","0","false","true",
"C","A","20250101","2025","52","2025","32","ARG","Argentina","X","Export","422","LBN","Lebanon","899","_X ","Areas, nes","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"107612906.49","107612906.49","0","false","true",
"C","A","20250101","2025","52","2025","32","ARG","Argentina","X","Export","428","LVA","Latvia","899","_X ","Areas, nes","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"161876712.54","161876712.54","0","false","true",
"C","A","20250101","2025","52","2025","32","ARG","Argentina","X","Export","430","LBR","Liberia","899","_X ","Areas, nes","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"9508128.62","9508128.62","0","false","true",
"C","A","20250101","2025","52","2025","32","ARG","Argentina","X","Export","434","LBY","Libya","899","_X ","Areas, nes","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"125172903.73","125172903.73","0","false","true",
"C","A","20250101","2025","52","2025","32","ARG","Argentina","X","Export","440","LTU","Lithuania","899","_X ","Areas, nes","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"38617924.15","38617924.15","0","false","true",
"C","A","20250101","2025","52","2025","32","ARG","Argentina","X","Export","442","LUX","Luxembourg","899","_X ","Areas, nes","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"121161.18","121161.18","0","false","true",
